Download Winning Numbers from www.calottery.com on 1/14/2017 (manually updated daily)  for MEGA MILLIONS

------  -------------------      --------    --------    --------    --------    --------    ------
Draw #     Draw Date             Number_1    Number_2    Number_3    Number_4    Number_5     Mega
------  -------------------      --------    --------    --------    --------    --------    ------

1548     Tue  Apr 21, 2020          13          15          24          67          70          17
1547     Fri  Apr 17, 2020          13          35          39          46          55          14
1546     Tue  Apr 14, 2020          29          47          65          69          70          07
1545     Fri  Apr 10, 2020          02          11          21          57          60          13
1544     Tue  Apr 07, 2020          25          33          43          51          68          20
1543     Fri  Apr 03, 2020          24          38          44          57          59          17
1542     Tue  Mar 31, 2020          08          17          51          57          70          02
1541     Fri  Mar 27, 2020          03          25          28          50          60          01
1540     Tue  Mar 24, 2020          02          08          16          18          31          14
1539     Fri  Mar 20, 2020          34          35          41          45          54          05
1538     Tue  Mar 17, 2020          20          27          28          58          59          25
1537     Fri  Mar 13, 2020          07          22          37          43          44          22
1536     Tue  Mar 10, 2020          06          17          48          54          69          12
1535     Fri  Mar 06, 2020          15          48          56          58          70          04
1534     Tue  Mar 03, 2020          08          12          33          56          64          02
1533     Fri  Feb 28, 2020          02          03          14          41          64          17
1532     Tue  Feb 25, 2020          02          09          43          49          63          15
1531     Fri  Feb 21, 2020          04          07          13          16          60          06
1530     Tue  Feb 18, 2020          06          12          39          61          70          04
1529     Fri  Feb 14, 2020          10          32          48          54          55          18
1528     Tue  Feb 11, 2020          04          06          32          52          64          06
1527     Fri  Feb 07, 2020          09          14          27          36          52          04
1526     Tue  Feb 04, 2020          32          48          50          51          64          10
1525     Fri  Jan 31, 2020          28          31          33          57          62          19
1524     Tue  Jan 28, 2020          17          36          47          51          62          21
1523     Fri  Jan 24, 2020          03          04          18          23          38          24
1522     Tue  Jan 21, 2020          16          18          29          31          37          08
1521     Fri  Jan 17, 2020          03          25          30          54          70          09
1520     Tue  Jan 14, 2020          09          11          13          31          47          11
1519     Fri  Jan 10, 2020          17          27          49          51          66          02
1518     Tue  Jan 07, 2020          25          40          41          52          56          21
1517     Fri  Jan 03, 2020          37          41          42          53          63          16
1516     Tue  Dec 31, 2019          30          44          49          53          56          11
1515     Fri  Dec 27, 2019          17          34          40          63          64          24
1514     Tue  Dec 24, 2019          27          37          48          63          66          11
1513     Fri  Dec 20, 2019          03          20          23          35          60          16
1512     Tue  Dec 17, 2019          22          30          53          55          56          16
1511     Fri  Dec 13, 2019          17          21          29          39          56          22
1510     Tue  Dec 10, 2019          18          31          46          54          61          25
1509     Fri  Dec 06, 2019          20          31          40          46          61          20
1508     Tue  Dec 03, 2019          23          43          60          63          69          19
1507     Fri  Nov 29, 2019          06          08          31          50          65          09
1506     Tue  Nov 26, 2019          08          27          29          38          43          13
1505     Fri  Nov 22, 2019          07          12          17          49          53          24
1504     Tue  Nov 19, 2019          22          43          44          47          66          22
1503     Fri  Nov 15, 2019          12          19          34          35          68          20
1502     Tue  Nov 12, 2019          19          30          44          56          65          24
1501     Fri  Nov 08, 2019          03          04          10          39          58          14
1500     Tue  Nov 05, 2019          02          09          24          49          54          19
1499     Fri  Nov 01, 2019          09          20          36          41          54          22
1498     Tue  Oct 29, 2019          04          09          17          27          39          22
1497     Fri  Oct 25, 2019          16          24          25          52          60          06
1496     Tue  Oct 22, 2019          05          11          14          23          25          10
1495     Fri  Oct 18, 2019          18          58          60          65          67          20
1494     Tue  Oct 15, 2019          04          12          14          35          70          02
1493     Fri  Oct 11, 2019          14          22          30          37          60          08
1492     Tue  Oct 08, 2019          05          08          10          17          48          23
1491     Fri  Oct 04, 2019          11          38          44          48          70          17
1490     Tue  Oct 01, 2019          10          17          39          42          59          03
